nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,2.389541e-01,nan,nan,nan
nan,2.366970e-01,nan,nan,nan
nan,2.543254e-01,nan,nan,nan
nan,2.467983e-01,nan,nan,nan
nan,1.642420e-01,1.162317e+00,nan,nan
nan,1.826239e-01,1.191786e+00,nan,nan
nan,1.691772e-01,9.357381e-01,nan,nan
nan,1.816597e-01,7.860614e-01,nan,nan
nan,1.916083e-01,6.469229e-01,nan,nan
nan,3.785290e-01,4.928994e-01,nan,nan
nan,7.154476e-01,3.665429e-01,nan,nan
nan,8.520769e-01,2.375931e-01,nan,nan
nan,1.197177e+00,9.661623e-02,nan,nan
nan,1.480278e+00,-4.874777e-02,nan,nan
nan,1.663521e+00,-1.198890e-01,nan,nan
nan,1.786034e+00,-1.383969e-01,nan,nan
nan,2.704964e+00,-1.554969e-01,nan,nan
nan,2.685543e+00,-2.362495e-01,nan,nan
nan,2.435210e+00,-2.151418e-01,nan,nan
nan,2.331550e+00,-2.624505e-01,nan,nan
nan,2.067986e+00,-2.724734e-01,nan,nan
nan,1.548251e+00,-2.812484e-01,nan,nan
nan,1.013591e+00,-2.544704e-01,nan,nan
nan,7.965490e-01,-2.535836e-01,nan,nan
nan,4.221217e-01,-2.349487e-01,nan,nan
nan,2.396156e-01,-1.991210e-01,nan,nan
nan,1.929379e-01,-1.393195e-01,nan,nan
nan,4.155771e-02,-1.622055e-01,nan,nan
nan,-2.129318e-01,-1.603154e-01,nan,nan
nan,-2.117129e-01,-1.243874e-01,nan,nan
nan,-2.032180e-01,-7.614068e-02,nan,nan
nan,-2.295813e-01,-3.102068e-02,nan,nan
nan,-2.271418e-01,-1.900787e-03,nan,nan
nan,-1.501564e-01,2.268474e-02,nan,nan
nan,-1.628008e-01,0.000000e+00,nan,nan
nan,-1.315384e-01,2.879021e-02,nan,nan
nan,-4.484632e-01,4.222814e-02,nan,nan
nan,-5.488549e-01,2.193829e-02,nan,nan
nan,-5.605986e-01,3.776721e-02,nan,nan
nan,-4.839168e-01,6.579117e-02,nan,nan
nan,-3.950044e-01,8.128428e-02,nan,nan
nan,-3.642541e-01,1.065454e-01,nan,nan
nan,-3.009695e-01,9.523852e-02,nan,nan
nan,-3.344731e-01,1.111091e-01,nan,nan
nan,-3.807210e-01,1.180919e-01,nan,nan
nan,-3.786619e-01,1.404772e-01,nan,nan
nan,-4.529069e-01,1.660525e-01,nan,nan
nan,-4.949755e-01,1.623157e-01,nan,nan
nan,7.040505e-02,1.546946e-01,nan,nan
nan,4.731812e-01,1.735229e-01,nan,nan
nan,3.854652e-01,1.698470e-01,nan,nan
nan,3.199273e-01,1.746010e-01,nan,nan
nan,1.897011e-01,1.468518e-01,nan,nan
nan,-7.022265e-02,1.587832e-01,nan,nan
nan,2.899849e-01,1.287634e-01,nan,nan
nan,7.200395e-01,1.169527e-01,nan,nan
1.354517e-01,3.080409e-01,1.226601e-01,nan,nan
1.208659e-01,2.025681e-01,1.102144e-01,nan,nan
